shelf_id,shelf_name,row,col,product_name,brand,sku,category,facings,unit_price_usd,planogram_notes,depth
SHELF-COOL-01,Cool Drinks & Beverages Aisle,1,1,Polaris Soda Can 250ml,Polaris,POL-SODA-250,Soda & Energy Drinks,1,0.37,top shelf — partial row,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,1,2,Polaris Soda Can 250ml,Polaris,POL-SODA-250,Soda & Energy Drinks,1,0.37,top shelf — partial row,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,1,3,Polaris Soda Can 250ml,Polaris,POL-SODA-250,Soda & Energy Drinks,1,0.37,top shelf — partial row,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,1,4,AV Energy Drink Can 330ml,AV,AV-ENERGY-330,Soda & Energy Drinks,1,0.47,top shelf — partial row,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,1,5,AV Energy Drink Can 330ml,AV,AV-ENERGY-330,Soda & Energy Drinks,1,0.47,top shelf — partial row,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,1,6,AV Energy Drink Can 330ml,AV,AV-ENERGY-330,Soda & Energy Drinks,1,0.47,top shelf — partial row,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,1,7,AV Energy Drink Can 330ml,AV,AV-ENERGY-330,Soda & Energy Drinks,1,0.47,top shelf — partial row,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,1,8,Green Sands Can 330ml,Green Sands,GS-MIXED-330,Soda & Energy Drinks,1,0.37,top shelf — partial row,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,1,9,Green Sands Can 330ml,Green Sands,GS-MIXED-330,Soda & Energy Drinks,1,0.37,top shelf — partial row,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,1,10,Green Sands Can 330ml,Green Sands,GS-MIXED-330,Soda & Energy Drinks,1,0.37,top shelf — partial row,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,1,11,Green Sands Can 330ml,Green Sands,GS-MIXED-330,Soda & Energy Drinks,1,0.37,top shelf — partial row,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,1,12,Green Sands Can 330ml,Green Sands,GS-MIXED-330,Soda & Energy Drinks,1,0.37,top shelf — partial row,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,1,13,Green Sands Can 330ml,Green Sands,GS-MIXED-330,Soda & Energy Drinks,1,0.37,top shelf — partial row,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,1,14,Green Sands Can 330ml,Green Sands,GS-MIXED-330,Soda & Energy Drinks,1,0.37,top shelf — partial row,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,1,15,Green Sands Can 330ml,Green Sands,GS-MIXED-330,Soda & Energy Drinks,1,0.37,top shelf — partial row,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,1,16,Green Sands Can 330ml,Green Sands,GS-MIXED-330,Soda & Energy Drinks,1,0.37,top shelf — partial row,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,2,1,Coca-Cola Zero Sugar Can 330ml,Coca-Cola,CC-ZERO-330,Soda & Energy Drinks,1,0.65,prime eye-level,3
SHELF-COOL-01,Cool Drinks & Beverages Aisle,2,2,Coca-Cola Zero Sugar Can 330ml,Coca-Cola,CC-ZERO-330,Soda & Energy Drinks,1,0.65,prime eye-level,3
SHELF-COOL-01,Cool Drinks & Beverages Aisle,2,3,Coca-Cola Zero Sugar Can 330ml,Coca-Cola,CC-ZERO-330,Soda & Energy Drinks,1,0.65,prime eye-level,3
SHELF-COOL-01,Cool Drinks & Beverages Aisle,2,4,Coca-Cola Zero Sugar Can 330ml,Coca-Cola,CC-ZERO-330,Soda & Energy Drinks,1,0.65,prime eye-level,3
SHELF-COOL-01,Cool Drinks & Beverages Aisle,2,5,Coca-Cola Zero Sugar Can 330ml,Coca-Cola,CC-ZERO-330,Soda & Energy Drinks,1,0.65,prime eye-level,3
SHELF-COOL-01,Cool Drinks & Beverages Aisle,2,6,Coca-Cola Zero Sugar Can 330ml,Coca-Cola,CC-ZERO-330,Soda & Energy Drinks,1,0.65,prime eye-level,3
SHELF-COOL-01,Cool Drinks & Beverages Aisle,2,7,Coca-Cola Zero Sugar Can 330ml,Coca-Cola,CC-ZERO-330,Soda & Energy Drinks,1,0.65,prime eye-level,3
SHELF-COOL-01,Cool Drinks & Beverages Aisle,2,8,Coca-Cola Zero Sugar Can 330ml,Coca-Cola,CC-ZERO-330,Soda & Energy Drinks,1,0.65,prime eye-level,3
SHELF-COOL-01,Cool Drinks & Beverages Aisle,2,9,Sprite Can 330ml,Coca-Cola,SPRITE-330-CAN,Soda & Energy Drinks,1,0.6,prime eye-level,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,2,10,Sprite Can 330ml,Coca-Cola,SPRITE-330-CAN,Soda & Energy Drinks,1,0.6,prime eye-level,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,2,11,Green Sands Grape Can 330ml,Green Sands,GS-GRAPE-330,Soda & Energy Drinks,1,0.37,prime eye-level,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,2,12,Green Sands Lemon Can 330ml,Green Sands,GS-LEMON-330,Soda & Energy Drinks,1,0.37,prime eye-level,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,2,13,Green Sands Lemon Can 330ml,Green Sands,GS-LEMON-330,Soda & Energy Drinks,1,0.37,prime eye-level,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,2,14,Green Sands Lemon Can 330ml,Green Sands,GS-LEMON-330,Soda & Energy Drinks,1,0.37,prime eye-level,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,2,15,Green Sands Lemon Can 330ml,Green Sands,GS-LEMON-330,Soda & Energy Drinks,1,0.37,prime eye-level,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,2,16,Green Sands Lemon Can 330ml,Green Sands,GS-LEMON-330,Soda & Energy Drinks,1,0.37,prime eye-level,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,3,1,Coca-Cola Original Can 330ml,Coca-Cola,CC-CLASSIC-330,Soda & Energy Drinks,1,0.65,secondary eye-level,3
